"workbook","workbook_path","backup_path","sheet","cell","figure","factor","curve_name","x_value","old_value","new_digitized_value","action"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H24","Figure 3","KHe","E_prime_ksi=2.0","0.0175","2145","2113.576774","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H25","Figure 3","KHe","E_prime_ksi=2.0","0.02","1852","1851.790055","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H26","Figure 3","KHe","E_prime_ksi=2.0","0.025","1387","1382.693917","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H27","Figure 3","KHe","E_prime_ksi=2.0","0.03","1000","994.741355","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H28","Figure 3","KHe","E_prime_ksi=2.0","0.035","819","799.537498","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H29","Figure 3","KHe","E_prime_ksi=2.0","0.04","642","647.032019","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H30","Figure 3","KHe","E_prime_ksi=2.0","0.045","525","530.01545","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H31","Figure 3","KHe","E_prime_ksi=2.0","0.05","460","465.990229","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H32","Figure 3","KHe","E_prime_ksi=2.0","0.055","393","402.015428","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H33","Figure 3","KHe","E_prime_ksi=2.0","0.06","335","338.874442","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H34","Figure 3","KHe","E_prime_ksi=2.0","0.065","273","275.851875","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H35","Figure 3","KHe","E_prime_ksi=2.0","0.07","207","211.871511","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H36","Figure 3","KHe","E_prime_ksi=2.0","0.075","143","149.467395","updated"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H37","Figure 3","KHe","E_prime_ksi=2.0","0.08","88","","skipped_no_digitized_value"
"Highway","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Highway_260606.bak_20260606_231852.xlsx","Tables","H38","Figure 3","KHe","E_prime_ksi=2.0","5.0","88","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B18","Figure 3","KHe","E_prime_ksi=0.2","0.0","11632","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B19","Figure 3","KHe","E_prime_ksi=0.2","0.00726","11632","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B20","Figure 3","KHe","E_prime_ksi=0.2","0.00811","11632","10587.668178","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B21","Figure 3","KHe","E_prime_ksi=0.2","0.00825","11338","10387.695985","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B22","Figure 3","KHe","E_prime_ksi=0.2","0.01","8552","8263.509735","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B23","Figure 3","KHe","E_prime_ksi=0.2","0.0125","6564","6253.259838","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B24","Figure 3","KHe","E_prime_ksi=0.2","0.015","4873","4817.399319","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B25","Figure 3","KHe","E_prime_ksi=0.2","0.0175","3900","3778.69799","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B26","Figure 3","KHe","E_prime_ksi=0.2","0.02","3000","2993.515046","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B27","Figure 3","KHe","E_prime_ksi=0.2","0.025","1781","1793.592711","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B28","Figure 3","KHe","E_prime_ksi=0.2","0.03","1153","1145.78382","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B29","Figure 3","KHe","E_prime_ksi=0.2","0.035","819","799.537498","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B30","Figure 3","KHe","E_prime_ksi=0.2","0.04","642","647.032019","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B31","Figure 3","KHe","E_prime_ksi=0.2","0.045","525","530.01545","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B32","Figure 3","KHe","E_prime_ksi=0.2","0.05","460","465.990229","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B33","Figure 3","KHe","E_prime_ksi=0.2","0.055","393","402.015428","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B34","Figure 3","KHe","E_prime_ksi=0.2","0.06","335","338.874442","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B35","Figure 3","KHe","E_prime_ksi=0.2","0.065","273","275.851875","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B36","Figure 3","KHe","E_prime_ksi=0.2","0.07","207","211.871511","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B37","Figure 3","KHe","E_prime_ksi=0.2","0.075","143","149.467395","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B38","Figure 3","KHe","E_prime_ksi=0.2","0.08","88","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","B39","Figure 3","KHe","E_prime_ksi=0.2","5.0","88","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D18","Figure 3","KHe","E_prime_ksi=0.5","0.0","7625","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D19","Figure 3","KHe","E_prime_ksi=0.5","0.00726","7625","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D20","Figure 3","KHe","E_prime_ksi=0.5","0.00792","7625","7191.417758","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D21","Figure 3","KHe","E_prime_ksi=0.5","0.00825","7286","7004.511625","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D22","Figure 3","KHe","E_prime_ksi=0.5","0.01","6280","6180.267296","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D23","Figure 3","KHe","E_prime_ksi=0.5","0.0125","5374","5174.915097","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D24","Figure 3","KHe","E_prime_ksi=0.5","0.015","4305","4253.231171","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D25","Figure 3","KHe","E_prime_ksi=0.5","0.0175","3476","3343.972685","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D26","Figure 3","KHe","E_prime_ksi=0.5","0.02","2663","2632.836699","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D27","Figure 3","KHe","E_prime_ksi=0.5","0.025","1642","1639.56979","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D28","Figure 3","KHe","E_prime_ksi=0.5","0.03","1077","1063.296027","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D29","Figure 3","KHe","E_prime_ksi=0.5","0.035","819","799.537498","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D30","Figure 3","KHe","E_prime_ksi=0.5","0.04","642","647.032019","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D31","Figure 3","KHe","E_prime_ksi=0.5","0.045","525","530.01545","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D32","Figure 3","KHe","E_prime_ksi=0.5","0.05","460","465.990229","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D33","Figure 3","KHe","E_prime_ksi=0.5","0.055","393","402.015428","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D34","Figure 3","KHe","E_prime_ksi=0.5","0.06","335","338.874442","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D35","Figure 3","KHe","E_prime_ksi=0.5","0.065","273","275.851875","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D36","Figure 3","KHe","E_prime_ksi=0.5","0.07","207","211.871511","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D37","Figure 3","KHe","E_prime_ksi=0.5","0.075","143","149.467395","updated"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D38","Figure 3","KHe","E_prime_ksi=0.5","0.08","88","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","D39","Figure 3","KHe","E_prime_ksi=0.5","5.0","88","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F18","Figure 3","KHe","E_prime_ksi=1.0","0.0","5772","","skipped_no_digitized_value"
"Railroad","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.xlsx","C:\Users\brook\OneDrive\Documents\Projects\Coding\Work\API 1102 Loading\Refs\API 1102 Railroad_260606.bak_20260606_231852.xlsx","Tables","F19","Figure 3","KHe","E_prime_ksi=1.0","0.00738","5772","5371.262654","updated"
