workbook,figure,factor,curve_name,x_value,digitized_api_value,spreadsheet_value,absolute_difference,percent_difference,status,notes
Highway,Figure 14,KHh,Er_ksi=20,0.01018,,6.856,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F99
Highway,Figure 14,KHh,Er_ksi=20,0.01061,7.181056,7.181056,0.0,4e-06,PASS,spreadsheet_cell=Tables!F100
Highway,Figure 14,KHh,Er_ksi=20,0.01211,8.119176,8.119176,0.0,5e-06,PASS,spreadsheet_cell=Tables!F101
Highway,Figure 14,KHh,Er_ksi=20,0.01394,8.815981,8.815981,0.0,1e-06,PASS,spreadsheet_cell=Tables!F102
Highway,Figure 14,KHh,Er_ksi=20,0.01541,9.170997,9.170997,0.0,3e-06,PASS,spreadsheet_cell=Tables!F103
Highway,Figure 14,KHh,Er_ksi=20,0.01729,9.450636,9.450636,0.0,0.0,PASS,spreadsheet_cell=Tables!F104
Highway,Figure 14,KHh,Er_ksi=20,0.02018,9.580863,9.580863,0.0,0.0,PASS,spreadsheet_cell=Tables!F105
Highway,Figure 14,KHh,Er_ksi=20,0.02425,9.37069,9.37069,0.0,1e-06,PASS,spreadsheet_cell=Tables!F106
Highway,Figure 14,KHh,Er_ksi=20,0.02991,8.465908,8.465908,0.0,6e-06,PASS,spreadsheet_cell=Tables!F107
Highway,Figure 14,KHh,Er_ksi=20,0.03582,7.226154,7.226154,0.0,2e-06,PASS,spreadsheet_cell=Tables!F108
Highway,Figure 14,KHh,Er_ksi=20,0.04007,6.422059,6.422059,0.0,7e-06,PASS,spreadsheet_cell=Tables!F109
Highway,Figure 14,KHh,Er_ksi=20,0.04484,5.623595,5.623595,0.0,2e-06,PASS,spreadsheet_cell=Tables!F110
Highway,Figure 14,KHh,Er_ksi=20,0.05012,4.757844,4.757844,0.0,4e-06,PASS,spreadsheet_cell=Tables!F111
Highway,Figure 14,KHh,Er_ksi=20,0.05496,4.054534,4.054534,0.0,1e-05,PASS,spreadsheet_cell=Tables!F112
Highway,Figure 14,KHh,Er_ksi=20,0.05999,3.360369,3.360369,0.0,6e-06,PASS,spreadsheet_cell=Tables!F113
Highway,Figure 14,KHh,Er_ksi=20,0.06488,2.768625,2.768625,0.0,1.1e-05,PASS,spreadsheet_cell=Tables!F114
Highway,Figure 14,KHh,Er_ksi=20,0.07005,2.18949,2.18949,0.0,3e-06,PASS,spreadsheet_cell=Tables!F115
Highway,Figure 14,KHh,Er_ksi=20,0.07493,1.726026,1.726026,0.0,1.4e-05,PASS,spreadsheet_cell=Tables!F116
Highway,Figure 14,KHh,Er_ksi=20,0.08,1.282862,1.282862,0.0,2.7e-05,PASS,spreadsheet_cell=Tables!F117
Highway,Figure 14,KHh,Er_ksi=20,5.0,,1.301,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!F118
Highway,Figure 15,GHh,H_ft=3_to_4,0.0,,1.444,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B123
Highway,Figure 15,GHh,H_ft=3_to_4,2.124,,1.444,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B124
Highway,Figure 15,GHh,H_ft=3_to_4,2.35,1.443251,1.443251,0.0,2.5e-05,PASS,spreadsheet_cell=Tables!B125
Highway,Figure 15,GHh,H_ft=3_to_4,3.172,1.479439,1.479439,0.0,3.3e-05,PASS,spreadsheet_cell=Tables!B126
Highway,Figure 15,GHh,H_ft=3_to_4,3.952,1.489621,1.489621,0.0,3e-06,PASS,spreadsheet_cell=Tables!B127
Highway,Figure 15,GHh,H_ft=3_to_4,4.935,1.485303,1.485303,0.0,3e-05,PASS,spreadsheet_cell=Tables!B128
Highway,Figure 15,GHh,H_ft=3_to_4,6.0,1.467951,1.467951,0.0,1e-05,PASS,spreadsheet_cell=Tables!B129
Highway,Figure 15,GHh,H_ft=3_to_4,8.0,1.412652,1.412652,0.0,2.2e-05,PASS,spreadsheet_cell=Tables!B130
Highway,Figure 15,GHh,H_ft=3_to_4,10.0,1.338616,1.338616,0.0,5e-06,PASS,spreadsheet_cell=Tables!B131
Highway,Figure 15,GHh,H_ft=3_to_4,12.0,1.271013,1.271013,0.0,3.7e-05,PASS,spreadsheet_cell=Tables!B132
Highway,Figure 15,GHh,H_ft=3_to_4,14.0,1.221771,1.221771,0.0,3e-05,PASS,spreadsheet_cell=Tables!B133
Highway,Figure 15,GHh,H_ft=3_to_4,18.0,1.167529,1.167529,0.0,2.2e-05,PASS,spreadsheet_cell=Tables!B134
Highway,Figure 15,GHh,H_ft=3_to_4,30.0,1.047598,1.047598,0.0,3.5e-05,PASS,spreadsheet_cell=Tables!B135
Highway,Figure 15,GHh,H_ft=3_to_4,40.0,0.961673,0.961673,0.0,3.3e-05,PASS,spreadsheet_cell=Tables!B136
Highway,Figure 15,GHh,H_ft=3_to_4,42.0,0.944428,0.944428,0.0,2.4e-05,PASS,spreadsheet_cell=Tables!B137
Highway,Figure 15,GHh,H_ft=3_to_4,60.0,,0.946,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B138
Highway,Figure 15,GHh,H_ft=6,0.0,,1.093,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D123
Highway,Figure 15,GHh,H_ft=6,2.124,,1.093,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D124
Highway,Figure 15,GHh,H_ft=6,2.35,1.104828,1.104828,0.0,2.5e-05,PASS,spreadsheet_cell=Tables!D125
Highway,Figure 15,GHh,H_ft=6,3.172,1.140718,1.140718,0.0,3e-06,PASS,spreadsheet_cell=Tables!D126
Highway,Figure 15,GHh,H_ft=6,3.952,1.156943,1.156943,0.0,4e-06,PASS,spreadsheet_cell=Tables!D127
Highway,Figure 15,GHh,H_ft=6,4.935,1.163078,1.163078,0.0,2.9e-05,PASS,spreadsheet_cell=Tables!D128
Highway,Figure 15,GHh,H_ft=6,6.0,1.156804,1.156804,0.0,2.5e-05,PASS,spreadsheet_cell=Tables!D129
Highway,Figure 15,GHh,H_ft=6,8.0,1.117498,1.117498,0.0,1e-05,PASS,spreadsheet_cell=Tables!D130
Highway,Figure 15,GHh,H_ft=6,10.0,1.071242,1.071242,0.0,1.3e-05,PASS,spreadsheet_cell=Tables!D131
Highway,Figure 15,GHh,H_ft=6,12.0,1.029811,1.029811,0.0,4.6e-05,PASS,spreadsheet_cell=Tables!D132
Highway,Figure 15,GHh,H_ft=6,14.0,0.990883,0.990883,0.0,5e-06,PASS,spreadsheet_cell=Tables!D133
Highway,Figure 15,GHh,H_ft=6,18.0,0.930285,0.930285,0.0,1.6e-05,PASS,spreadsheet_cell=Tables!D134
Highway,Figure 15,GHh,H_ft=6,30.0,0.797153,0.797153,0.0,5.5e-05,PASS,spreadsheet_cell=Tables!D135
Highway,Figure 15,GHh,H_ft=6,40.0,0.72366,0.72366,0.0,6.3e-05,PASS,spreadsheet_cell=Tables!D136
Highway,Figure 15,GHh,H_ft=6,42.0,,0.714,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D137
Highway,Figure 15,GHh,H_ft=6,60.0,,0.714,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D138
Highway,Figure 15,GHh,H_ft=8,0.0,,0.853,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F123
Highway,Figure 15,GHh,H_ft=8,2.124,,0.853,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F124
Highway,Figure 15,GHh,H_ft=8,2.35,0.860202,0.860202,0.0,3.2e-05,PASS,spreadsheet_cell=Tables!F125
Highway,Figure 15,GHh,H_ft=8,3.172,0.883775,0.883775,0.0,2.5e-05,PASS,spreadsheet_cell=Tables!F126
Highway,Figure 15,GHh,H_ft=8,3.952,0.893828,0.893828,0.0,5.1e-05,PASS,spreadsheet_cell=Tables!F127
Highway,Figure 15,GHh,H_ft=8,4.935,0.898807,0.898807,0.0,3.7e-05,PASS,spreadsheet_cell=Tables!F128
Highway,Figure 15,GHh,H_ft=8,6.0,0.898156,0.898156,0.0,2.9e-05,PASS,spreadsheet_cell=Tables!F129
Highway,Figure 15,GHh,H_ft=8,8.0,0.886784,0.886784,0.0,3.8e-05,PASS,spreadsheet_cell=Tables!F130
Highway,Figure 15,GHh,H_ft=8,10.0,0.867725,0.867725,0.0,3.5e-05,PASS,spreadsheet_cell=Tables!F131
Highway,Figure 15,GHh,H_ft=8,12.0,0.842055,0.842055,0.0,4.3e-05,PASS,spreadsheet_cell=Tables!F132
Highway,Figure 15,GHh,H_ft=8,14.0,0.809037,0.809037,0.0,3.1e-05,PASS,spreadsheet_cell=Tables!F133
Highway,Figure 15,GHh,H_ft=8,18.0,0.769823,0.769823,0.0,2.9e-05,PASS,spreadsheet_cell=Tables!F134
Highway,Figure 15,GHh,H_ft=8,30.0,0.671467,0.671467,0.0,5.9e-05,PASS,spreadsheet_cell=Tables!F135
Highway,Figure 15,GHh,H_ft=8,40.0,0.594201,0.594201,0.0,5.9e-05,PASS,spreadsheet_cell=Tables!F136
Highway,Figure 15,GHh,H_ft=8,42.0,,0.579,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F137
Highway,Figure 15,GHh,H_ft=8,60.0,,0.579,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!F138
Highway,Figure 15,GHh,H_ft=10,0.0,,0.679,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!H123
Highway,Figure 15,GHh,H_ft=10,2.124,0.678134,0.678134,0.0,4.4e-05,PASS,spreadsheet_cell=Tables!H124
Highway,Figure 15,GHh,H_ft=10,2.35,0.685798,0.685798,0.0,4.7e-05,PASS,spreadsheet_cell=Tables!H125
Highway,Figure 15,GHh,H_ft=10,3.172,0.708519,0.708519,0.0,1e-06,PASS,spreadsheet_cell=Tables!H126
Highway,Figure 15,GHh,H_ft=10,3.952,0.723409,0.723409,0.0,5e-05,PASS,spreadsheet_cell=Tables!H127
Highway,Figure 15,GHh,H_ft=10,4.935,0.731013,0.731013,0.0,3.9e-05,PASS,spreadsheet_cell=Tables!H128
Highway,Figure 15,GHh,H_ft=10,6.0,0.725416,0.725416,0.0,6.8e-05,PASS,spreadsheet_cell=Tables!H129
Highway,Figure 15,GHh,H_ft=10,8.0,0.711339,0.711339,0.0,6.1e-05,PASS,spreadsheet_cell=Tables!H130
Highway,Figure 15,GHh,H_ft=10,10.0,0.693973,0.693973,0.0,5.9e-05,PASS,spreadsheet_cell=Tables!H131
Highway,Figure 15,GHh,H_ft=10,12.0,0.672224,0.672224,0.0,8e-06,PASS,spreadsheet_cell=Tables!H132
Highway,Figure 15,GHh,H_ft=10,14.0,0.652151,0.652151,0.0,7e-06,PASS,spreadsheet_cell=Tables!H133
Highway,Figure 15,GHh,H_ft=10,18.0,0.618651,0.618651,0.0,5.7e-05,PASS,spreadsheet_cell=Tables!H134
Highway,Figure 15,GHh,H_ft=10,30.0,0.534641,0.534641,0.0,4e-05,PASS,spreadsheet_cell=Tables!H135
Highway,Figure 15,GHh,H_ft=10,40.0,0.475601,0.475601,0.0,8.7e-05,PASS,spreadsheet_cell=Tables!H136
Highway,Figure 15,GHh,H_ft=10,42.0,0.468122,0.468122,0.0,0.000102,PASS,spreadsheet_cell=Tables!H137
Highway,Figure 15,GHh,H_ft=10,60.0,,0.469,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!H138
Highway,Figure 16,KLh,Er_ksi=5,0.0,,14.659,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B244
Highway,Figure 16,KLh,Er_ksi=5,0.0105,,14.659,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B245
Highway,Figure 16,KLh,Er_ksi=5,0.015,14.961082,14.961082,0.0,0.0,PASS,spreadsheet_cell=Tables!B246
Highway,Figure 16,KLh,Er_ksi=5,0.02,14.384148,14.384148,0.0,3e-06,PASS,spreadsheet_cell=Tables!B247
Highway,Figure 16,KLh,Er_ksi=5,0.025,13.213695,13.213695,0.0,3e-06,PASS,spreadsheet_cell=Tables!B248
Highway,Figure 16,KLh,Er_ksi=5,0.03,11.688348,11.688348,0.0,3e-06,PASS,spreadsheet_cell=Tables!B249
Highway,Figure 16,KLh,Er_ksi=5,0.04,9.691049,9.691049,0.0,5e-06,PASS,spreadsheet_cell=Tables!B250
Highway,Figure 16,KLh,Er_ksi=5,0.05,8.372618,8.372618,0.0,4e-06,PASS,spreadsheet_cell=Tables!B251
Highway,Figure 16,KLh,Er_ksi=5,0.06,7.554918,7.554918,0.0,5e-06,PASS,spreadsheet_cell=Tables!B252
Highway,Figure 16,KLh,Er_ksi=5,0.07,7.100218,7.100218,0.0,7e-06,PASS,spreadsheet_cell=Tables!B253
Highway,Figure 16,KLh,Er_ksi=5,0.08,,6.941,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B254
Highway,Figure 16,KLh,Er_ksi=5,5.0,,6.941,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B255
Highway,Figure 16,KLh,Er_ksi=10,0.0,,9.767,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D244
Highway,Figure 16,KLh,Er_ksi=10,0.0105,9.866412,9.866412,0.0,3e-06,PASS,spreadsheet_cell=Tables!D245
Highway,Figure 16,KLh,Er_ksi=10,0.015,10.053912,10.053912,0.0,0.0,PASS,spreadsheet_cell=Tables!D246
Highway,Figure 16,KLh,Er_ksi=10,0.02,9.749911,9.749911,0.0,3e-06,PASS,spreadsheet_cell=Tables!D247
Highway,Figure 16,KLh,Er_ksi=10,0.025,9.189622,9.189622,0.0,1e-06,PASS,spreadsheet_cell=Tables!D248
Highway,Figure 16,KLh,Er_ksi=10,0.03,8.418391,8.418391,0.0,4e-06,PASS,spreadsheet_cell=Tables!D249
Highway,Figure 16,KLh,Er_ksi=10,0.04,6.837899,6.837899,0.0,6e-06,PASS,spreadsheet_cell=Tables!D250
Highway,Figure 16,KLh,Er_ksi=10,0.05,5.860413,5.860413,0.0,5e-06,PASS,spreadsheet_cell=Tables!D251
Highway,Figure 16,KLh,Er_ksi=10,0.06,5.237903,5.237903,0.0,9e-06,PASS,spreadsheet_cell=Tables!D252
Highway,Figure 16,KLh,Er_ksi=10,0.07,4.861585,4.861585,0.0,8e-06,PASS,spreadsheet_cell=Tables!D253
Highway,Figure 16,KLh,Er_ksi=10,0.08,4.69134,4.69134,0.0,2e-06,PASS,spreadsheet_cell=Tables!D254
Highway,Figure 16,KLh,Er_ksi=10,5.0,,4.646,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D255
Highway,Figure 16,KLh,Er_ksi=20,0.0,,6.099,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F244
Highway,Figure 16,KLh,Er_ksi=20,0.0105,,6.099,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F245
Highway,Figure 16,KLh,Er_ksi=20,0.015,6.554017,6.554017,0.0,1e-06,PASS,spreadsheet_cell=Tables!F246
Highway,Figure 16,KLh,Er_ksi=20,0.02,6.600147,6.600147,0.0,2e-06,PASS,spreadsheet_cell=Tables!F247
Highway,Figure 16,KLh,Er_ksi=20,0.025,6.320228,6.320228,0.0,7e-06,PASS,spreadsheet_cell=Tables!F248
Highway,Figure 16,KLh,Er_ksi=20,0.03,5.781276,5.781276,0.0,5e-06,PASS,spreadsheet_cell=Tables!F249
Highway,Figure 16,KLh,Er_ksi=20,0.04,4.809873,4.809873,0.0,2e-06,PASS,spreadsheet_cell=Tables!F250
Highway,Figure 16,KLh,Er_ksi=20,0.05,3.986938,3.986938,0.0,7e-06,PASS,spreadsheet_cell=Tables!F251
Highway,Figure 16,KLh,Er_ksi=20,0.06,3.392017,3.392017,0.0,1.2e-05,PASS,spreadsheet_cell=Tables!F252
Highway,Figure 16,KLh,Er_ksi=20,0.07,3.035643,3.035643,0.0,1.5e-05,PASS,spreadsheet_cell=Tables!F253
Highway,Figure 16,KLh,Er_ksi=20,0.08,,2.993,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F254
Highway,Figure 16,KLh,Er_ksi=20,5.0,,2.993,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!F255
Highway,Figure 17,GLh,H_ft=3_to_4,0.0,,2.592,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B260
Highway,Figure 17,GLh,H_ft=3_to_4,2.297,,2.592,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!B261
Highway,Figure 17,GLh,H_ft=3_to_4,2.753,2.243292,2.243292,0.0,1.1e-05,PASS,spreadsheet_cell=Tables!B262
Highway,Figure 17,GLh,H_ft=3_to_4,3.408,2.032642,2.032642,0.0,1e-06,PASS,spreadsheet_cell=Tables!B263
Highway,Figure 17,GLh,H_ft=3_to_4,4.0,1.895978,1.895978,0.0,2.4e-05,PASS,spreadsheet_cell=Tables!B264
Highway,Figure 17,GLh,H_ft=3_to_4,4.932,1.72087,1.72087,0.0,2e-06,PASS,spreadsheet_cell=Tables!B265
Highway,Figure 17,GLh,H_ft=3_to_4,6.0,1.561587,1.561587,0.0,2.2e-05,PASS,spreadsheet_cell=Tables!B266
Highway,Figure 17,GLh,H_ft=3_to_4,8.0,1.344142,1.344142,0.0,4e-06,PASS,spreadsheet_cell=Tables!B267
Highway,Figure 17,GLh,H_ft=3_to_4,10.0,1.235659,1.235659,0.0,1.5e-05,PASS,spreadsheet_cell=Tables!B268
Highway,Figure 17,GLh,H_ft=3_to_4,12.0,1.167128,1.167128,0.0,1e-06,PASS,spreadsheet_cell=Tables!B269
Highway,Figure 17,GLh,H_ft=3_to_4,14.0,1.119888,1.119888,0.0,1e-05,PASS,spreadsheet_cell=Tables!B270
Highway,Figure 17,GLh,H_ft=3_to_4,16.0,1.100515,1.100515,0.0,1.3e-05,PASS,spreadsheet_cell=Tables!B271
Highway,Figure 17,GLh,H_ft=3_to_4,28.0,0.972752,0.972752,0.0,2e-06,PASS,spreadsheet_cell=Tables!B272
Highway,Figure 17,GLh,H_ft=3_to_4,42.0,0.777945,0.777945,0.0,5.6e-05,PASS,spreadsheet_cell=Tables!B273
Highway,Figure 17,GLh,H_ft=3_to_4,60.0,,0.775,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!B274
Highway,Figure 17,GLh,H_ft=6,0.0,,2.592,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D260
Highway,Figure 17,GLh,H_ft=6,2.297,,2.592,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!D261
Highway,Figure 17,GLh,H_ft=6,2.753,2.1806,2.1806,0.0,2e-05,PASS,spreadsheet_cell=Tables!D262
Highway,Figure 17,GLh,H_ft=6,3.408,1.934294,1.934294,0.0,1.9e-05,PASS,spreadsheet_cell=Tables!D263
Highway,Figure 17,GLh,H_ft=6,4.0,1.783035,1.783035,0.0,1.4e-05,PASS,spreadsheet_cell=Tables!D264
Highway,Figure 17,GLh,H_ft=6,4.932,1.600855,1.600855,0.0,6e-06,PASS,spreadsheet_cell=Tables!D265
Highway,Figure 17,GLh,H_ft=6,6.0,1.446723,1.446723,0.0,1.1e-05,PASS,spreadsheet_cell=Tables!D266
Highway,Figure 17,GLh,H_ft=6,8.0,1.244834,1.244834,0.0,1e-05,PASS,spreadsheet_cell=Tables!D267
Highway,Figure 17,GLh,H_ft=6,10.0,1.114981,1.114981,0.0,4e-05,PASS,spreadsheet_cell=Tables!D268
Highway,Figure 17,GLh,H_ft=6,12.0,1.025331,1.025331,0.0,8e-06,PASS,spreadsheet_cell=Tables!D269
Highway,Figure 17,GLh,H_ft=6,14.0,0.970243,0.970243,0.0,3e-06,PASS,spreadsheet_cell=Tables!D270
Highway,Figure 17,GLh,H_ft=6,16.0,0.953188,0.953188,0.0,4.1e-05,PASS,spreadsheet_cell=Tables!D271
Highway,Figure 17,GLh,H_ft=6,28.0,0.832307,0.832307,0.0,2.3e-05,PASS,spreadsheet_cell=Tables!D272
Highway,Figure 17,GLh,H_ft=6,42.0,0.638361,0.638361,0.0,1e-05,PASS,spreadsheet_cell=Tables!D273
Highway,Figure 17,GLh,H_ft=6,60.0,,0.632,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!D274
Highway,Figure 17,GLh,H_ft=8,0.0,,2.592,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F260
Highway,Figure 17,GLh,H_ft=8,2.297,,2.592,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!F261
Highway,Figure 17,GLh,H_ft=8,2.753,2.187122,2.187122,0.0,1e-05,PASS,spreadsheet_cell=Tables!F262
Highway,Figure 17,GLh,H_ft=8,3.408,1.901894,1.901894,0.0,9e-06,PASS,spreadsheet_cell=Tables!F263
Highway,Figure 17,GLh,H_ft=8,4.0,1.734698,1.734698,0.0,2.2e-05,PASS,spreadsheet_cell=Tables!F264
Highway,Figure 17,GLh,H_ft=8,4.932,1.536743,1.536743,0.0,1e-06,PASS,spreadsheet_cell=Tables!F265
Highway,Figure 17,GLh,H_ft=8,6.0,1.370671,1.370671,0.0,1.4e-05,PASS,spreadsheet_cell=Tables!F266
Highway,Figure 17,GLh,H_ft=8,8.0,1.15401,1.15401,0.0,1.7e-05,PASS,spreadsheet_cell=Tables!F267
Highway,Figure 17,GLh,H_ft=8,10.0,1.014843,1.014843,0.0,4.7e-05,PASS,spreadsheet_cell=Tables!F268
Highway,Figure 17,GLh,H_ft=8,12.0,0.919043,0.919043,0.0,3.7e-05,PASS,spreadsheet_cell=Tables!F269
Highway,Figure 17,GLh,H_ft=8,14.0,0.863391,0.863391,0.0,3.4e-05,PASS,spreadsheet_cell=Tables!F270
Highway,Figure 17,GLh,H_ft=8,16.0,0.844777,0.844777,0.0,4.8e-05,PASS,spreadsheet_cell=Tables!F271
Highway,Figure 17,GLh,H_ft=8,28.0,0.718652,0.718652,0.0,1.7e-05,PASS,spreadsheet_cell=Tables!F272
Highway,Figure 17,GLh,H_ft=8,42.0,0.551925,0.551925,0.0,2.1e-05,PASS,spreadsheet_cell=Tables!F273
Highway,Figure 17,GLh,H_ft=8,60.0,,0.545,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!F274
Highway,Figure 17,GLh,H_ft=10,0.0,,2.592,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!H260
Highway,Figure 17,GLh,H_ft=10,2.297,,2.592,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. spreadsheet_cell=Tables!H261
Highway,Figure 17,GLh,H_ft=10,2.753,2.075425,2.075425,0.0,0.0,PASS,spreadsheet_cell=Tables!H262
Highway,Figure 17,GLh,H_ft=10,3.408,1.788156,1.788156,0.0,6e-06,PASS,spreadsheet_cell=Tables!H263
Highway,Figure 17,GLh,H_ft=10,4.0,1.624652,1.624652,0.0,2e-05,PASS,spreadsheet_cell=Tables!H264
Highway,Figure 17,GLh,H_ft=10,4.932,1.431857,1.431857,0.0,3.4e-05,PASS,spreadsheet_cell=Tables!H265
Highway,Figure 17,GLh,H_ft=10,6.0,1.269881,1.269881,0.0,1.3e-05,PASS,spreadsheet_cell=Tables!H266
Highway,Figure 17,GLh,H_ft=10,8.0,1.057069,1.057069,0.0,1.1e-05,PASS,spreadsheet_cell=Tables!H267
Highway,Figure 17,GLh,H_ft=10,10.0,0.918893,0.918893,0.0,5.3e-05,PASS,spreadsheet_cell=Tables!H268
Highway,Figure 17,GLh,H_ft=10,12.0,0.823827,0.823827,0.0,3.6e-05,PASS,spreadsheet_cell=Tables!H269
Highway,Figure 17,GLh,H_ft=10,14.0,0.768601,0.768601,0.0,9e-06,PASS,spreadsheet_cell=Tables!H270
Highway,Figure 17,GLh,H_ft=10,16.0,0.740637,0.740637,0.0,5.9e-05,PASS,spreadsheet_cell=Tables!H271
Highway,Figure 17,GLh,H_ft=10,28.0,0.605588,0.605588,0.0,3e-06,PASS,spreadsheet_cell=Tables!H272
Highway,Figure 17,GLh,H_ft=10,42.0,0.464465,0.464465,0.0,4.3e-05,PASS,spreadsheet_cell=Tables!H273
Highway,Figure 17,GLh,H_ft=10,60.0,,0.457,,,REVIEW,Spreadsheet point is outside the digitized curve range or is nonnumeric; treated as guardrail/non-API-derived. Spreadsheet x-value is beyond graph axis maximum. spreadsheet_cell=Tables!H274
